original,simplified_human,simplified_by_model
"국회 법제사법위원회 박주민 의원(더불어민주당)이 법원행정처에서 제출받은 자료에 따르면, 개인채무자의 채무변제가 경제적 파탄으로 불가능한 경우 남은 재산을 채권자에게 배분하고 면책절차를 개시하는 ‘개인파산’의 결정 기간이 광주지법은 2.45개월로 전국에서 가장 짧았고, 제주지법은 9.18개월로 가장 길었다.","국회에서 일하는 박주민 의원이 법원에서 받은 자료에 따르면, 개인이 돈을 갚을 수 없을 때 남은 재산을 빚을 준 사람들에게 나누고, 빚에서 벗어나는 절차인 '개인파산'을 시작하는 데 걸리는 시간이 지역마다 다르다고 해. 광주지방법원은 이 과정이 2.45개월로 가장 빨랐고, 제주지방법원은 9.18개월로 가장 오래 걸렸어.","국회 법제사법위원회에서 받은 자료에 따르면, 개인채무자가 돈을 갚지 못할 경우 남은 재산을 채권자에게 나누어 주거나 면책절차를 시작하는 '개인파산'의 결정 기간이 광주지법이 2.45개월로 가장 짧았고, 제주지법이 9.18개월로 가장 길었다."
시 관계자는 “지난 2016년부터 지방채 발행으로 총 22곳 도시공원 중 7곳에 대해 토지 보상을 80% 각각 완료하는 등 급한 불은 껐지만 앞으로가 문제다”라며 “정부가 국유지를 무상으로 넘겨주는 등 대책 마련이 필요하다”고 토로했다.,"시 관계자는 “2016년부터 지방채를 발행해서 22곳의 도시공원 중 7곳의 땅 보상을 80% 마쳤어요. 그래서 급한 문제는 해결했지만 앞으로가 걱정이에요”라고 말하며, “정부가 국유지를 무료로 넘겨주는 등의 대책이 필요해요”라고 이야기했어요.","시 관계자는 “2016년부터 도시공원 22곳 중 7곳에 대해 땅을 보상하는 일을 끝내고, 나머지 7곳도 보상하는 데 필요한 돈을 마련했습니다. 하지만 앞으로는 더 좋은 해결책이 필요해요”라고 말했습니다. 그리고 “정부가 땅을 무상으로 넘기는 방법이 필요해요. 이렇게 대책을 세워야 해요”라고 덧붙였습니다."
한강시네폴리스 일반산업단지 조성사업은 고촌읍 향산리와 걸포동 일원에 112만1천㎡ 규모로 추진 중이다. 지난 2019년 사업시행자 변경 이후 지난해 5월 기공식을 열고 본격적인 공사에 들어갔으며 오는 2024년 준공 예정이다.,"한강시네폴리스라는 큰 산업단지를 만드는 사업이 고촌읍 향산리와 걸포동에서 진행되고 있어요. 이 산업단지는 아주 넓어서 112만 제곱미터나 된답니다. 2019년에 이 사업을 맡은 사람들이 바뀌었고, 작년 5월에 공사를 시작하는 기념식도 열었어요. 이 공사는 2024년까지 끝날 예정이에요.",한강시네폴리스 일반산업단지 조성사업은 고촌읍 향산리와 걸포동에 있는 112만1천㎡ 크기로 진행되고 있어요. 지난 2019년에 사업을 바꾸면서 작년 5월에 공사를 시작했어요. 그리고 오는 2024년에는 완공될 예정이에요.
기업 전망 긍정적 강원 경제 기대감,강원도의 경제 상황이 좋아질 것이라는 기대가 커지고 있어요. 기업들이 앞으로 잘 될 것이라는 희망이 생기고 있습니다.,기업의 전망이 좋아서 강원도 경제에 대한 기대감이 높아지고 있어요.
김광철 도 전략산업과장은 “강원도의 신성장 산업 핵심 과제인 미래차 산업 인프라 구축을 통해 강원도를 ‘미래차 성지’로 만들어 가겠다”고 했다.,"김광철 전략산업과장은 “강원도의 중요한 새 산업인 미래차 산업을 위해 필요한 시설과 기반을 만들고, 강원도를 ‘미래차의 중심지’로 만들겠다”고 말했습니다.",김광철 전략산업과장은 “강원도가 미래차 산업을 키우기 위해 필요한 시설을 만들어서 강원도를 미래차로 유명하게 만들겠다”고 말했어요.
홍천소방서 이전 신축 본격 착수,홍천소방서가 새 건물로 옮기기 위해 본격적으로 작업을 시작했어요.,홍천소방서가 새 건물로 옮기는 작업이 본격적으로 시작되었어요.
비제조업 업황 BSI는 하락 전환,비제조업 일자리 상황 지수 BSI가 나빠졌어요.,비제조업 업황 BSI가 떨어지고 있어요.
송 의원측은 최근 서울·경기 등 수도권과 지역간 부동산 가격의 양극화 현상이 두드러지면서 주택연금의 지역 별 격차가 심해진 것으로 분석했다.,"송 의원의 팀은 최근 서울과 경기 같은 큰 도시와 다른 지역 사이에 집값 차이가 점점 더 커지고 있다고 보고했습니다. 그래서 주택연금, 즉 집을 가진 사람들이 나중에 돈을 받을 수 있는 제도에서 지역마다 차이가 더 심해졌다고 분석했습니다.","송 의원 측은 최근 서울과 경기 같은 수도권 지역에서 집값이 많이 오르고, 다른 지역에서는 많이 떨어지는 현상이 두드러지고 있다고 분석했어요."
도의회 “강원신용보증재단 성과급 지급 논란” 주장,"도의회에서 ""강원신용보증재단의 성과급 지급에 대한 논란""이라는 주장을 했어요. 

이 말은 강원신용보증재단이라는 기관이 일한 만큼 보너스를 주는 것에 대해 사람들이 의견이 나뉘고 있다는 뜻이에요. 어떤 사람들은 그 보너스가 필요하다고 생각하고, 어떤 사람들은 그렇지 않다고 생각해요.",도의회 “강원신용보증재단 성과급 지급 논란” 주장
"코스피가 11일 또다시 큰 폭으로 내려가면서 2,200선 아래로 떨어졌다. 환율도 달러당 1,430원을 돌파하는 등 경기침체 우려가 고조되고 있다.","코스피라는 주식 시장 지수가 11일에 다시 많이 떨어져서 2,200 아래로 내려갔어요. 그리고 달러라는 돈의 값도 1,430원이 넘어서, 사람들이 경제가 나빠질까 걱정하고 있어요.","코스피가 11일에 다시 많이 떨어져서 2,200선을 넘어서는 일이 있었어요. 환율도 달러당 1,430원을 넘어서면서 경제가 어려워질까 걱정이 커지고 있어요."
"한편, 용현·학익 2-2블록 도시개발사업은 미추홀구 용현동 604의7 일대 1구역(9만7천932㎡)과 604의110 일대 2구역(3만253㎡) 등 총 12만8천185㎡에 공동주택과 주상복합, 공원 등을 조성하는 사업이다.","용현·학익 2-2블록 도시개발사업은 미추홀구 용현동에 있는 두 개의 구역에서 진행되는 큰 계획이에요. 첫 번째 구역은 9만7천932㎡ 크기로, 두 번째 구역은 3만253㎡ 크기예요. 이 사업에서는 사람들이 살 수 있는 아파트와 상점이 함께 있는 건물, 그리고 공원 같은 공간을 만들 거예요. 전체 면적은 12만8천185㎡로, 많은 사람들이 편하게 살고 즐길 수 있는 곳이 될 거예요.","용현·학익 2-2블록 도시개발사업은 미추홀구 용현동 604의7 지역에 있는 1구역과 604의110 지역에 있는 2구역(총 12만8천185㎡)에 공동주택, 주상복합, 공원을 만드는 사업이에요."
삼척시와 한국토지주택공사(이하 LH)가 24일 도계 마을정비형 공공주택사업을 위한 협약을 체결했다.,삼척시와 한국토지주택공사(LH)가 24일 도계 마을에 새로운 공공주택을 만들기 위해 함께 일하기로 약속했어요.,삼척시와 한국토지주택공사(LH)가 24일에 도계 마을을 새롭게 고쳐주는 공공주택 사업을 위한 약속을 맺었어요.
"시는 이곳 스마트 팜 시범단지를 인접 국방부 소유 땅인 농업진흥구역으로 넓힐 계획이었다. 그러나 정부가 전국에 권역별로 스마트 팜 혁신밸리 4개소를 조성하는 등 대규모 스마트 팜 사업이 추진되자 양해각서까지 체결했던 업체는 소규모로는 사업성이 떨어진다고 판단, 이를 포기했다.","이곳 스마트 팜 시범단지는 국방부 소유의 땅과 가까운 곳에 있어, 그 땅을 포함해서 더 크게 만들 계획이었어요. 하지만 정부가 전국에 스마트 팜 혁신밸리를 4곳 만들기로 하면서 큰 규모의 스마트 팜 사업이 시작되었어요. 그래서 처음에 함께 하기로 했던 회사는 작은 규모로는 이 사업이 잘 안 될 것 같다고 생각하고, 참여를 포기했어요.","시에서는 스마트 팜 시범단지를 가까운 국방부 소유 땅으로 넓히는 계획을 세웠어요. 하지만 정부가 전국적으로 스마트 팜 혁신센터를 만들면서 많은 스마트 팜 사업이 진행되자, 여러 업체들이 규모가 작은 스마트 팜 사업이 성공하기 어렵다고 판단, 그 계획을 포기했어요."
"이와 함께 시는 소액 사업에 대해 수의계약을 하면서 비교견적 등을 소홀히 하는 등 운영예산을 절감하려는 노력이 부족한 점, 법인카드 포인트 등의 세외수입 미조치 등에 대해서도 개선을 요구했다.","이와 함께, 시는 작은 사업을 할 때 다른 업체와 비교하지 않고 계약을 맺는 경우가 많아서 예산을 아끼려는 노력이 부족하다고 지적했어요. 또, 법인카드로 모은 포인트 같은 수입을 제대로 관리하지 않는 점에 대해서도 개선하라고 요구했어요.","시에서는 작은 회사들이 수의계약을 통해 여러 회사와 비교해보고 돈을 절약하려는 노력도 부족하다고 말했어요. 또한, 법인카드로 받은 돈을 제대로 관리하지 않아서 세금을 제대로 내지 않도록 도와달라고 요구했어요."
KB국민은행이 발표한 주간 주택시장 동향 통계에서도 지난 1일 기준 아파트 매매가격지수(2022년 1월 10일=100)를 살펴보면 강원도는 105.4로 전주보다 0.06% 올라 전국에서 상승률이 가장 높았다. 전국 평균은 100.6으로 전주보다 -0.03% 하락했다.,"KB국민은행이 발표한 주간 주택시장 동향 통계에 따르면, 1일 기준으로 아파트 가격을 나타내는 지수가 있습니다. 이 지수는 2022년 1월 10일을 기준으로 100으로 정해져 있어요. 강원도는 이 지수가 105.4로, 지난 주보다 0.06% 올라서 전국에서 가장 많이 올랐습니다. 반면, 전국 평균은 100.6으로, 지난 주보다 0.03% 떨어졌습니다.","KB국민은행이 발표한 주간 주택시장 동향 통계에 따르면, 지난 1일에 강원도의 아파트 가격이 105.4로 올라갔어요. 이는 전국 평균인 100.6보다 0.06% 오른 거예요. 전국 평균은 100.6인데, 이번 주보다 0.03% 떨어졌다는 뜻이에요."
"주요 업종별로는 식음료의 BSI가 가장 낮은 78을 기록해 다른 업종에 비해 경기 부진이 심각한 것으로 나타났다. 이어 IT·가전의 BSI는 83, 자동차·부품은 93, 기타는 89 등을 기록했다. 부문별로도 체감경기(BSI 93)를 비롯한 영업이익(BSI 86)과 자금 조달여건(BSI 79) 등이 기준치 100을 밑돌아 지난 분기에 비해 제조업의 경기회복을 기대하기 어려운 상태다.","각 업종별로 보면, 음식과 음료 업종의 경기가 가장 나빠서 BSI가 78로 나타났어요. 다른 업종들과 비교했을 때 경기가 많이 안 좋은 편이에요. 그 다음으로 IT와 가전 제품 업종은 BSI가 83, 자동차와 부품 업종은 93, 그리고 기타 업종은 89로 나왔어요. 

각 업종의 경기 상황을 보면, 사람들이 느끼는 경기 상황(BSI 93)이나 기업의 이익(BSI 86), 자금을 빌리는 조건(BSI 79) 모두 기준치인 100보다 낮아서 지난 분기보다 제조업의 경기가 나아질 것 같지 않은 상황이에요.","주요 업종별로 보면, 음식점과 음식 관련 업종의 BSI가 가장 낮은 78을 기록했어요. 다른 업종들은 음식점 79, IT와 가전 83, 자동차와 부품 93, 기타 업종은 89를 기록했어요. 부문별로 보면, 부문별로 경기 회복을 기대하는 BSI가 93인 음식점과 음식 관련 업종이 가장 높았고, 영업이익과 자금 조달 상황이 모두 기준치 100을 넘지 않았어요. 지난 분기보다 제조업의 경기 회복을 기대하기 어려운 상황이라고 할 수 있어요."
한국토지주택공사는 주거환경개선사업구역과 재개발사업구역 내 노후·불량주택 등 위험건축물 거주자를 대상으로 연 1.3% 금리의 이주 전세 자금을 지원한다고 6일 밝혔다.,"한국토지주택공사는 사람들이 살고 있는 집이 오래되거나 상태가 안 좋은 곳에서 사는 사람들을 위해, 이사할 때 필요한 돈을 도와준다고 6일에 발표했어요. 이 돈은 연 1.3%의 낮은 이자율로 빌릴 수 있어요.",한국토지주택공사는 주거환경개선사업구역과 재개발사업구역에 있는 오래된 집이나 상태가 나쁜 집을 사는 사람들을 위해 매년 1.3%의 이자 지원을 해주겠다고 6일에 발표했어요.
"원주 3,007세대 전체 43.4%","원래 의미: 원주시에 있는 모든 가정 중 3,007개의 가정이 전체의 43.4%를 차지하고 있어요.

아동/청소년용 문장: 원주시에 있는 집들 중에서 3,007개의 집이 전체의 43.4%를 차지하고 있어요.","원주에 있는 3,007세대의 전체 수는 43.4%입니다."
17일 안양시에 따르면 시는 지난 1일 경기도 건축·경관 공동위원회에 평촌동 934번지 오피스텔 건축허가 사전승인 및 경관심의 안건을 재신청했다.,"안양시에서 17일에 발표한 내용에 따르면, 이 도시는 지난 1일에 경기도의 건축과 경관을 담당하는 위원회에 평촌동 934번지에 오피스텔을 짓기 위한 허가를 다시 신청했다고 해. 여기서 오피스텔은 집과 사무실이 함께 있는 건물을 말해.","안양시에서 17일에 발표한 내용에 따르면, 지난 1일에 경기도 건축 및 경관위원회에 평촌동 934번지에 있는 오피스텔 건축 허가를 미리 승인하고 경관 심사를 요청한 것입니다."
앞서 전원주택단지 주민들이 2017년부터 2~3차례에 걸쳐 시에 점용허가 신청을 할 때마다 시는 인접 토지소유주들의 사용승낙과 인감을 받아와야 한다는 조건을 달아 점용허가를 받지 못했기 때문이다.,"2017년부터 전원주택단지에 사는 사람들이 시청에 땅 사용 허가를 요청할 때마다, 시청은 주변 땅 주인들의 동의와 도장을 받아야 한다고 요구했어요. 그래서 이 주민들은 허가를 받지 못한 거예요.",전원주택단지 주민들이 2017년부터 2번이나 3번씩 시청에 점용허가를 요청할 때마다 시청은 그 땅 소유주들의 허락과 서명을 받아야 한다고 요구했어요. 그래서 그 요청이 받아지지 않았어요.
하지만 시청 일부에선 정당한 법 절차를 거쳐 난 건축허가를 취소 할 수 있느냐에 갸우뚱하고 있다. 또 사업자가 착공신고 때 이를 거부할 수 있느냐도 논란거리다.,"하지만 시청의 일부 사람들은 법에 따라 제대로 허가를 받은 건축허가를 취소할 수 있는지 의문을 가지고 있어요. 또, 사업자가 공사를 시작할 때 이 허가를 거부할 수 있는지도 논란이 되고 있어요.",하지만 시청에서 일부 사람들은 정당한 법을 통해 건축 허가를 취소할 수 있을까 궁금하다. 또 사업자가 공사를 시작할 때 이를 거부할 수 있을까도 논란이 되고 있다.
내달 현장지원센터 설치 용역 절차 착수,다음 달에 현장지원센터를 만들기 위한 준비를 시작해요.,내달부터 현장지원센터를 만들기 위한 준비를 시작합니다.
"28일 부동산 업계에 따르면 춘천 소양로2가 소양재정비촉진지구 2구역 포스코더샵 스타리버 아파트가 터파기 작업을 최근 재개했다. 최근 문화재청이 춘천시와 재건축조합 등에 문화재 발굴조사가 완료됐음을 통보했다. 포스코더샵 스타리버는 조합원 182세대, 일반분양 857세대 등 총 1,039세대 규모다. 견본주택이 오픈하는 다음달 말 이후로 청약 일정을 발표할 예정이다. 빠르면 10월께 분양 될 예정이다.","28일, 부동산 업계에 따르면 춘천의 소양로2가에 있는 포스코더샵 스타리버 아파트가 최근에 땅을 파는 작업을 다시 시작했어요. 문화재청이라는 기관이 춘천시와 재건축조합에 문화재 발굴 조사가 끝났다고 알려줬어요. 포스코더샵 스타리버 아파트는 조합원 182세대와 일반 분양 857세대, 총 1,039세대가 지어질 예정이에요. 다음 달 말에 견본주택이 열리면 청약 일정도 발표될 거예요. 가장 빠르면 10월에 분양이 시작될 거라고 해요.","28일 부동산 업계에 따르면, 춘천 소양로2가에 있는 소양재정비촉진지구 2구역에 포스코더샵 스타리버 아파트가 다시 땅을 파기 시작했어요. 최근 문화재청이 춘천시와 재건축 조합에 문화재를 찾아서 조사한 결과를 알려줬어요. 포스코더샵 스타리버는 총 1,039세대의 집을 지을 거예요. 이 중에서 182세대가 일반분양이고, 나머지 857세대는 조합원 1,039세대가 될 거예요. 견본주택이 오픈하는 다음 달 말 이후로 청약 일정을 발표할 예정이에요. 그래서 10월쯤에 분양될 것으로 보입니다."
"이와 함께 김영진 의원은 입주예정자들과 매산초 통학로 현장을 직접 점검해 주민 불편사항을 검토, 보완점을 체크했다. 그는 ‘수원시 안심통학 지원에 관한 조례’를 근거로 해당 학교장과 논의해 신속한 통학버스 운영 및 통학로 개선 사업 등을 추진할 예정이다.","김영진 의원은 새로 입주할 사람들과 함께 매산초등학교의 통학로를 직접 살펴보았습니다. 이때 주민들이 불편한 점을 확인하고, 개선할 부분도 체크했습니다. 그는 '수원시 안심통학 지원에 관한 조례'라는 규칙을 바탕으로 학교장과 이야기해서 통학버스를 빨리 운영하고 통학로를 더 안전하게 만드는 일을 할 계획입니다.","김영진 의원은 매산초등학교에 들어갈 사람들과 직접 통학로를 확인해서 주민들이 불편하다는 것을 살펴보고, 해결 방법을 찾았습니다. 그는 '수원시 안심통학 지원에 관한 법률'을 참고해서 학교장과 이야기해서 빨리 통학버스를 운영하고, 통학로를 개선하는 일을 빠르게 진행할 계획입니다."
태백시가 경제적으로 어려움을 겪고 있는 시민들의 주거 안정과 도시가스 조기 공급을 위해 사용자시설 설치비 융자 대출 추천서를 발급한다.,"태백시에서는 경제적으로 힘든 시민들이 안전하게 살 수 있도록 도와주고, 도시가스를 빨리 공급하기 위해 필요한 시설을 설치하는 데 돈을 빌릴 수 있도록 추천서를 만들어 줍니다.","태백시가 경제적으로 힘든 시민들이 집을 안정적으로 살 수 있도록 도와주기 위해, 사용시설 설치 비용을 빌려주는 대출을 추천해줍니다."
한은이 이처럼 물가 상승률 전망치를 큰 폭으로 올린 것은 이미 6%를 넘은 소비자물가 상승률(7월 전년동월비 6.3%)과 사상 최고 수준인 4%대 기대인플레이션율 등을 반영했기 때문이다.,"한은이 물가가 많이 오를 것이라고 예상한 이유는, 이미 소비자 물가가 6% 이상 올라서(7월에 비해 6.3% 상승) 사람들이 물건을 사는 데 더 많은 돈을 써야 하기 때문이에요. 또, 앞으로 물가가 오를 것이라는 기대감도 높아져서, 그걸 반영한 거예요.","한은이 물가가 오를 것이라는 전망을 크게 올린 것은 이미 6%를 넘은 소비자물가가 오르고, 사상 최고 수준인 4%를 기대하고 있기 때문이에요."
"다른 지역 하락 불구, 강원도 영동 아파트만 오름세…왜?","다른 지역은 집값이 떨어지고 있는데, 강원도 영동 지역의 아파트만 가격이 오르고 있어요. 그 이유는 뭘까요?","다른 지역은 하락하고 있지만, 강원도 영동 지역의 아파트가 오르고 있어요. 왜?"
양평군 용문역 인근 용문면 다문리 766 일원 다문지구 도시개발사업 단지조성공사가 완료됐다.,양평군 용문역 근처에 있는 다문리 지역에서 다문지구 도시개발사업의 건설이 끝났어요.,양평군 용문면 다문리 766 지역에서 용문역 근처에 다문지구 도시개발이 끝났어요.
이밖에 또다른 수의계약에서도 2~3개 업체가 150건에서 많게는 250건까지 계약한 반면 같은 업종이라도 수의계약 건수가 30건이 채 안되는 업체들도 많았다.,"다른 종류의 계약에서도 2~3개의 회사가 150건에서 많게는 250건까지 계약을 했지만, 같은 분야의 다른 회사들은 계약이 30건도 안 되는 경우가 많았다.","또 다른 수의계약에서도 2~3개 회사가 150개에서 250개까지 계약한 반면, 같은 업종의 회사가 30개 미만의 계약을 한 회사는 많았다."
동부순환도로 중 미개설 구간은 이 구간은 10년여 기간 방치되다시피 한 상황이어서 미싱링크(Missing Link)로 불릴 정도다.,동부순환도로 중에서 아직 만들어지지 않은 부분이 있어요. 이 부분은 10년 넘게 방치되어 있어서 '잃어버린 연결 고리'라고 불리기도 해요.,동부순환도로의 중미개설 구간은 10년 이상 방치되어 있어요. 그래서 이 구간은 '미싱링크'라고 불리게 되었어요.
인천시가 지역 공공은행인 ‘인천e음뱅크’ 설립과 ‘인천 소상공시장진흥재단’ 설립을 통해 소상공인 지원을 강화한다.,인천시가 '인천e음뱅크'라는 지역 공공은행과 '인천 소상공시장진흥재단'이라는 단체를 만들었어요. 이 두 가지는 작은 가게와 사업을 도와주기 위해 만들어졌어요. 그래서 더 많은 사람들이 가게를 잘 운영할 수 있도록 지원할 거예요.,"인천시가 지역에 있는 공공은행인 '인천e음뱅크'를 만들고, 소상공인을 도와주는 '인천 소상공시장진흥재단'을 만들어서, 작은 가게들이 더 잘 운영될 수 있도록 도와줄 거예요."
안철수 의원이 지난 대선 기간 국민의당 후보 당시 연금공약으로 내세운 이른바 ‘동일 연금제’가 대표적이다.,"안철수 의원은 지난 대선에서 국민의당 후보로 나왔을 때, '동일 연금제'라는 특별한 약속을 했어요. 이 약속은 사람들이 나중에 노후에 받을 연금이 모두 같아지도록 하겠다는 내용이에요.","안철수 의원이 지난 대선 때 국민의당 후보로 활동했을 때, 연금에 대해 약속한 '동일 연금제'가 대표적인 내용이에요."
남한산성·퇴촌 생활권은 관광·농업 등 지역특화산업 육성과 기반시설 정비를 통해 다른 생활권과 균형 발전을 이뤄나가기로 했다.,"남한산성과 퇴촌 지역은 관광과 농업 같은 특별한 산업을 키우고, 필요한 시설을 잘 정비해서 다른 지역과 함께 발전하기로 했어요.","남한산성와 퇴촌 지역은 관광과 농업을 통해 지역 특화 산업을 키우고, 필요한 시설을 발전시켜서 다른 지역과 균형 있게 발전할 수 있도록 노력하겠다고 약속했어요."
육동한 시장은 “인사의 필요성과 조직개편 취지에 맞도록 유능하고 역량있는 직원들이 적재적소에 배치하는 것이 적절하다”고 말했다.,"육동한 시장은 “직원들을 잘 배치하는 것이 중요하고, 조직을 새롭게 만드는 이유에 맞게 능력 있는 사람들을 필요한 곳에 두는 것이 좋다”고 말했습니다.","육동한 시장은 “사람이 필요하고, 조직이 바뀌어야 할 때, 능하고 좋은 사람들이 잘 배치되어야 한다”고 말했습니다."
"원·달러 환율이 13년 만에 1,300원을 넘어섰다. 원자잿값 상승으로 피해를 입은 도내 수출·수입업체들은 고환율 직격탄을 맞으며 이중고를 겪고 있다.","우리나라 돈인 원과 미국 돈인 달러의 값이 13년 만에 1,300원을 넘었어요. 원자재라는 것은 우리가 물건을 만들 때 필요한 재료를 말하는데, 이 재료 값이 오르면서 우리 지역에서 물건을 수출(다른 나라에 팔기)하거나 수입(다른 나라에서 사기)하는 회사들이 어려움을 겪고 있어요. 그래서 이 회사들은 돈이 비싸진 것 때문에 더 힘든 상황에 놓여 있어요.","원화와 달러의 환율이 13년 만에 1,300원을 넘었어요. 원자재 가격이 오르면서 피해를 입은 지역의 수출과 수입업체들은 환율이 너무 높아져 힘들어하고 있어요."
"군이 예산이 확보됨에 따라 사내복합커뮤니티센터 건립을 통한 화천형 교육 캠퍼스 구축을 비롯한 통합 공공임대주택 건립, 간동 복합힐링타운(귀농·귀촌인 정착마을) 조성 사업을 연내에 착수할 계획이다.","군에서는 예산이 마련되면서, 화천형 교육 캠퍼스를 만들기 위해 사내복합커뮤니티센터를 짓고, 통합 공공임대주택도 세우고, 간동에 복합힐링타운(귀농이나 귀촌하는 사람들이 살 수 있는 마을)도 만들 계획이에요. 이 모든 일을 올해 안에 시작할 예정이에요.","군이 예산을 확보하면서, 화천에서 교육 캠퍼스를 만들고, 통합 공공임대주택을 지을 계획이에요. 또한 간동 복합힐링타운을 만들어서 농촌에 정착하는 사람들을 위해 만들어질 거예요. 이 사업은 올해 안에 시작할 거예요."
시 관계자는 “사업부지가 좁다는 단점 때문에 투자자들의 관심이 적은 것으로 분석하고 단순한 민자유치 방식에서 탈피해 시민들의 고견을 수렴할 계획”이라고 말했다.,시 관계자는 “사업을 할 땅이 작아서 투자자들이 관심을 덜 가지는 것 같아요. 그래서 우리는 단순한 방법으로 돈을 모으는 것에서 벗어나 시민들의 의견을 듣고 계획을 세울 거예요.”라고 말했습니다.,관계자는 “사업이 필요한 땅이 부족해서 투자자들이 관심을 두지 않는 것으로 보입니다. 그래서 단순한 민자유치 방식에서 벗어나 시민들의 의견을 듣는 방법을 생각하고 있습니다.”라고 말했습니다.
"다만 제조업 생산과 건설 투자 등은 경기 침체 영향으로, 농축산물은 가뭄 및 고온 등 기상여건 악화 등의 영향으로 작황이 부진했다.","제조업에서 물건을 만드는 것과 건설에 돈을 쓰는 것은 경제가 나빠져서 어려움을 겪었고, 농작물과 가축은 가뭄과 더운 날씨 때문에 잘 자라지 못했어요.","하지만 제조업과 건설이 잘 안 되고, 농산물은 가뭄과 높은 온도 때문에 상황이 좋지 않았어요."
6개월 상환 유예가 아니라 최대 1년간 유예 조치를 함으로써 일시적 유동성 부족을 겪는 차주가 정상적인 영업 회복 뒤 대출을 갚을 수 있도록 했다.,"6개월 동안 돈을 갚지 않아도 되는 것이 아니라, 최대 1년 동안 돈을 갚는 것을 미룰 수 있게 해서, 잠깐 돈이 부족한 사람들이 사업이 다시 잘 돌아가면 대출을 갚을 수 있도록 도와주었다.",6개월 동안 대출을 갚지 못하는 차주에게 최대 1년 동안 대출을 갚을 수 있도록 허락했어요. 이렇게 하면 차주가 정상적으로 영업을 할 수 있도록 도와줄 수 있어요.
하락 응답 32% ‘현재 가격 높다’,가격이 너무 비싸서 32%의 사람들이 가격이 낮아져야 한다고 생각했어.,"하락에 대한 반응 32%가 ""현재 가격이 높다""라고 말했어요."
문제는 각 금융기관마다 경영 효율화를 이유로 향후 오프라인 점포를 지속적으로 줄일 가능성이 높다는 점이다. 실제 코로나19 확산에 따라 인터넷과 모바일 뱅킹 등 비대면 금융거래가 활성화되면서 금융기관들의 온라인 전환이 빠르게 이뤄지고 있다. 상대적으로 온라인 및 모바일 접근성이 낮은 농촌과 고령층이 많은 강원도민들의 금융 서비스 접근성은 더욱 낮아지게 된다.,"문제는 많은 은행들이 돈을 더 잘 관리하기 위해 앞으로 오프라인 매장을 계속 줄일 것 같다는 거예요. 실제로 코로나19 때문에 사람들이 인터넷이나 휴대폰으로 돈을 거래하는 일이 많아졌고, 그래서 은행들도 온라인으로 바뀌는 속도가 빨라지고 있어요. 하지만 인터넷이나 모바일 사용이 불편한 농촌 지역이나 나이가 많은 강원도 사람들은 금융 서비스를 이용하기가 더 어려워질 거예요.","문제는 각 금융기관들이 돈을 더 효율적으로 관리하기 위해 앞으로 오프라인 점포를 줄일 가능성이 높다는 거예요. 코로나19가 확산되면서 사람들이 인터넷이나 모바일 뱅킹 같은 비대면 서비스를 많이 이용하게 되면서, 금융기관들이 온라인으로 전환하는 속도가 빨라지고 있어요. 하지만 농촌이나 고령층이 많은 강원도 주민들은 온라인과 모바일 뱅킹을 이용하기가 더 어려워질 수 있어요."
6일 오전 9시부터 당사자들에게 안내 문자 메시지가 발송된다. 1차 지급 때처럼 하루 5차례 지급되며 오후 6시까지 신청하면 당일 지원금이 입금된다. 1인 경영 다수 사업체는 오는 10일부터 신청 가능하다. 안내 문자를 받은 소상공인은 전용 누리집 ‘소상공인방역지원금.kr’에서 온라인으로 신청할 수 있다.,"6일 아침 9시부터 관련 사람들에게 문자 메시지가 갈 거야. 돈은 하루에 5번씩 지급되고, 오후 6시까지 신청하면 당일 돈이 입금돼. 한 사업체 당 한 명만 신청할 수 있고, 10일부터 신청 가능해. 문자를 받은 소상공인은 인터넷으로 신청할 수 있는데, ‘소상공인방역지원금.kr’에서 할 수 있어.","6일 오전 9시부터 사업자들에게 문자 메시지를 보내요. 1차 지급 때처럼 하루 5번 지급되고, 오후 6시까지 신청하면 당일 돈이 들어갈 거예요. 1인 경영이 많은 사업체는 10일부터 신청할 수 있어요. 안내 메시지를 받은 소상공인은 '소상공인방역지원금.kr'이라는 온라인 사이트에서 신청할 수 있어요."
시·군이 운영하는 인터넷 쇼핑몰에서도 지난 31일까지 1만원 이상 구매 시 최대 40%의 할인 쿠폰을 제공하는 ‘추석맞이 할인 쿠폰’ 이벤트도 실시했다.,시와 군에서 운영하는 인터넷 쇼핑몰에서는 지난 31일까지 1만 원 이상 물건을 사면 최대 40%까지 할인받을 수 있는 '추석맞이 할인 쿠폰' 이벤트를 했어요.,시·군에서 운영하는 인터넷 쇼핑몰에서 지난 31일까지 1만원 이상 구매하면 최대 40%의 할인 쿠폰을 받을 수 있는 이벤트도 진행했어요.
