,ID,layout_id,scenario_id,order_inflow_15m,unique_sku_15m,avg_items_per_order,urgent_order_ratio,heavy_item_ratio,cold_chain_ratio,sku_concentration,robot_active,robot_idle,robot_charging,robot_utilization,avg_trip_distance,task_reassign_15m,battery_mean,battery_std,low_battery_ratio,charge_queue_length,avg_charge_wait,congestion_score,max_zone_density,blocked_path_15m,near_collision_15m,fault_count_15m,avg_recovery_time,replenishment_overlap,pack_utilization,manual_override_ratio,avg_delay_minutes_next_30m,warehouse_temp_avg,humidity_pct,day_of_week,external_temp_c,wind_speed_kmh,precipitation_mm,lighting_level_lux,ambient_noise_db,floor_vibration_idx,return_order_ratio,air_quality_idx,co2_level_ppm,hvac_power_kw,wms_response_time_ms,scanner_error_rate,wifi_signal_db,network_latency_ms,worker_avg_tenure_months,safety_score_monthly,label_print_queue,barcode_read_success_rate,ups_battery_pct,lighting_zone_variance,shift_hour,staff_on_floor,forklift_active_count,loading_dock_util,conveyor_speed_mps,prev_shift_volume,avg_package_weight_kg,inventory_turnover_rate,daily_forecast_accuracy,order_wave_count,pick_list_length_avg,express_lane_util,bulk_order_ratio,staging_area_util,cold_storage_temp_c,pallet_wrap_time_min,fleet_age_months_avg,maintenance_schedule_score,robot_firmware_update_days,avg_idle_duration_min,charge_efficiency_pct,battery_cycle_count_avg,agv_task_success_rate,robot_calibration_score,aisle_traffic_score,zone_temp_variance,path_optimization_score,intersection_wait_time_avg,storage_density_pct,vertical_utilization,racking_height_avg_m,cross_dock_ratio,packaging_material_cost,quality_check_rate,outbound_truck_wait_min,dock_to_stock_hours,kpi_otd_pct,backorder_ratio,shift_handover_delay_min,sort_accuracy_pct
198926,TRAIN_198926,WH_133,SC_01874,83.0,52.0,1.28,0.0964,0.3614,0.0482,0.4363,17,46,0,0.2698,59.27,,67.34,14.35,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0276,1.0,0.0934,3.3543651931532663,22.56,38.1,3.0,12.0,40.4,7.9,683.0,65.3,0.4303,0.0585,59.9,804.0,52.9,50.0,0.0236,-65.2,35.0,46.0,60.0,,0.9476,58.6,0.4666,4.0,,4.0,0.421,1.39,1951.0,6.92,2.64,0.8512,,2.28,,0.2888,,-6.5,2.4,38.9,94.2,20.8,12.42,90.2,320.0,0.9395,86.5,50.2,,,4.99,0.5224,0.863,5.62,0.1647,8.25,0.2171,30.0,3.82,79.3,0.0738,9.65,96.83
15787,TRAIN_015787,WH_270,SC_06345,,244.0,,0.0377,0.3019,0.1321,0.2312,17,36,0,0.3208,30.51,0.0,55.18,18.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.712485500380556,29.66,68.2,1.0,15.6,9.2,,,68.1,0.7457,0.0472,22.9,891.0,47.1,,0.0097,-44.4,1.0,,68.5,16.0,0.9819,63.0,0.3017,3.0,37.0,5.0,0.0506,1.86,2291.0,9.78,0.82,0.9718,14.0,,0.1033,0.2892,,-11.1,,22.5,70.0,21.5,9.27,91.4,117.0,0.9072,82.9,39.2,0.93,96.1,3.28,,0.8664,8.97,0.1221,8.44,0.1675,20.8,6.99,92.6,,0.0,
28627,TRAIN_028627,WH_022,SC_06646,,33.0,3.33,0.0556,0.1667,0.0556,0.1562,3,56,0,0.0508,25.99,0.0,65.53,17.71,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0872,0.2,0.094,5.517879119398023,15.12,73.3,,29.5,49.8,8.0,781.0,90.0,0.5928,0.0843,,,77.2,250.0,,-69.2,50.0,60.0,96.5,11.0,,83.8,0.8629,12.0,19.0,2.0,0.0848,,,9.3,1.39,0.9193,11.0,,0.1959,0.2961,0.4558,-22.6,2.55,18.8,70.1,32.3,12.33,98.8,141.0,0.9352,70.2,27.3,2.04,69.8,5.08,,0.4006,,,6.02,,2.7,7.98,88.9,,6.92,94.75
48028,TRAIN_048028,WH_276,SC_02478,11.0,7.0,1.64,,,0.0,0.2921,2,51,0,0.0377,10.12,0.0,64.28,17.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0358,2.618771204695536,20.55,,5.0,-5.0,34.8,18.8,571.0,68.3,0.0,0.1079,54.5,899.0,37.5,240.0,0.0496,-63.4,43.5,120.0,70.9,18.0,0.9,96.8,0.0928,12.0,16.0,,0.011,1.72,2645.0,5.05,1.08,0.8033,13.0,8.16,0.0322,0.1478,0.5545,-11.3,1.14,45.5,75.4,49.4,13.08,96.0,255.0,,88.8,18.1,1.12,,,0.8579,0.5056,7.26,0.2087,0.63,0.1147,6.8,8.11,97.8,0.0876,5.92,96.96
135615,TRAIN_135615,WH_285,SC_05298,136.0,85.0,1.47,,,0.1691,0.5358,41,12,3,0.7321,51.44,0.0,55.76,18.05,0.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,,0.0601,2.648822852974629,25.1,56.8,0.0,17.9,44.3,26.3,632.0,,0.7145,0.0584,,890.0,68.0,198.0,0.0398,-47.9,8.8,100.0,99.0,19.0,0.9479,,0.9801,4.0,18.0,5.0,0.4036,1.14,2219.0,9.32,2.37,0.7269,,6.48,,0.2248,0.5657,-6.8,1.91,21.6,87.3,5.3,3.64,94.4,123.0,0.9235,,37.5,3.25,74.3,5.15,0.44,,8.9,0.0117,4.37,0.0549,12.9,11.01,90.6,,4.97,96.74
89483,TRAIN_089483,WH_073,SC_02265,144.0,82.0,1.45,0.1111,0.2361,0.0347,0.5941,24,39,0,0.381,54.53,0.0,66.91,18.85,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,41.01202787589237,21.4,55.7,0.0,27.5,1.3,30.0,218.0,59.9,0.5815,0.1322,36.4,,71.8,167.0,0.0449,-80.0,21.9,120.0,77.7,5.0,0.9761,,0.6367,7.0,28.0,2.0,,1.09,2396.0,7.48,4.24,0.7465,12.0,2.77,0.2968,0.2576,0.7088,,2.7,22.6,80.9,33.7,9.89,84.2,261.0,,95.3,35.5,1.14,87.8,,0.7367,0.7706,9.08,0.0124,9.43,0.2108,15.8,12.19,95.3,0.1629,3.0,99.9
68181,TRAIN_068181,WH_005,SC_02004,163.0,83.0,1.28,0.1104,0.092,0.0613,0.4392,44,0,6,0.88,69.94,,51.09,16.67,0.1,0.0,0.0,5.73,0.08,0.0,,1.0,2.05,0.0,1.0,0.0915,12.31983173632617,21.63,33.1,3.0,35.3,13.0,12.2,462.0,68.1,0.1636,0.0366,88.5,750.0,26.4,104.0,0.0484,-67.1,50.0,74.0,78.3,6.0,0.9617,98.6,0.0,5.0,48.0,3.0,0.4107,1.13,1514.0,11.02,3.65,0.6294,11.0,12.47,0.3428,0.0464,,-13.6,1.78,27.9,,52.7,4.87,86.7,104.0,0.9778,73.7,50.8,3.33,59.7,3.25,0.6666,0.7704,6.66,0.0108,4.46,0.09,22.3,1.52,,0.0729,9.18,91.75
25067,TRAIN_025067,WH_178,SC_00578,63.0,51.0,1.32,0.0159,0.0635,0.0952,0.2106,11,11,0,0.5,15.62,0.0,58.18,18.55,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0365,0.175,0.0814,7.398060688211778,20.69,80.0,1.0,23.4,5.9,15.1,,64.1,0.2474,0.0137,100.0,400.0,58.2,307.0,0.0039,-71.5,14.4,96.0,63.5,15.0,0.9791,66.2,0.0603,12.0,38.0,4.0,0.1927,1.94,1050.0,7.26,1.31,,18.0,4.39,0.4977,0.0541,0.2181,-19.7,2.45,20.6,81.0,51.4,8.52,95.5,224.0,0.8766,91.3,5.9,0.93,,1.11,0.674,0.9357,4.5,0.0864,,,15.8,2.84,91.4,0.1072,0.0,95.91
181180,TRAIN_181180,WH_040,SC_07839,32.0,64.0,3.0,,0.0,0.0312,0.1081,5,42,0,0.1064,52.4,0.0,64.46,,0.0,0.0,0.0,25.16,0.0638,1.0,0.0,0.0,0.0,0.0,0.0602,0.0385,11.042528505234568,29.66,23.1,,-5.0,6.9,4.6,361.0,,0.8077,0.0505,22.5,1156.0,78.2,266.0,,-40.7,,92.0,70.4,13.0,0.9936,86.0,,12.0,6.0,5.0,0.5767,2.21,,7.62,2.63,0.8765,17.0,5.37,0.0912,0.0399,0.5647,-17.2,,10.0,95.0,25.7,10.3,85.7,181.0,0.9207,79.6,24.5,1.09,68.5,1.7,,0.5256,5.75,0.3296,2.7,0.0949,13.0,5.04,89.0,0.0,2.27,100.0
226827,TRAIN_226827,WH_186,SC_05482,3.0,2.0,1.33,0.0,0.3333,0.0,0.2583,1,13,0,0.0714,78.32,0.0,70.15,14.76,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0395,0.0784,4.23170389404181,22.79,42.0,1.0,23.6,15.4,9.9,308.0,,0.2935,0.0601,80.2,1045.0,18.2,50.0,0.047,-57.0,37.4,49.0,100.0,16.0,0.9895,65.3,0.8184,16.0,6.0,5.0,0.1864,2.88,266.0,,2.51,0.7461,8.0,6.31,0.248,,0.3784,-18.9,3.04,39.0,87.8,,8.2,92.8,75.0,0.9312,79.5,29.3,2.22,65.6,0.26,0.7464,0.4381,6.02,0.1902,6.08,0.132,10.2,6.31,98.0,0.019,3.09,95.97
164704,TRAIN_164704,WH_075,SC_05438,16.0,31.0,4.19,,,0.0,0.373,3,30,0,0.0909,50.18,0.0,70.19,14.11,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.097,0.0619,3.1818959029702665,23.49,53.5,0.0,3.4,11.5,15.5,443.0,,,0.0063,81.9,903.0,42.3,262.0,0.0074,-78.6,31.8,54.0,89.3,,0.9159,53.4,0.5085,8.0,,,0.3483,,,10.93,1.76,0.8587,15.0,13.43,0.1328,0.1421,0.1953,-9.7,4.43,39.2,74.2,8.6,4.79,81.3,296.0,0.8542,70.1,55.0,3.08,64.2,0.78,0.8752,0.3866,8.44,0.3293,1.43,,6.5,11.32,95.5,0.0273,3.19,93.89
161822,TRAIN_161822,WH_250,SC_09340,72.0,120.0,,0.1111,0.1944,0.0694,0.238,15,54,8,0.1948,87.56,0.0,53.15,16.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469,0.7273,0.0169,4.214864668852636,25.19,34.6,4.0,,39.1,29.7,324.0,,0.9458,0.011,30.7,589.0,67.2,,0.0296,-80.0,24.0,73.0,60.0,7.0,0.9208,80.1,0.9173,10.0,26.0,5.0,0.1887,2.06,,2.82,1.69,0.7066,8.0,8.89,0.2206,0.247,0.6683,-9.4,2.65,22.8,89.4,34.4,11.2,77.2,,,92.1,27.3,0.81,72.3,4.86,0.4303,,7.14,0.1828,3.46,0.1252,,1.0,88.2,0.0133,,98.06
96308,TRAIN_096308,WH_058,SC_05372,297.0,141.0,2.02,0.2424,0.2155,0.1448,0.6381,60,20,0,0.75,42.41,0.0,61.48,16.91,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0465,0.0,22.19,54.3,1.0,20.8,34.3,18.8,686.0,50.0,0.4999,0.1026,,1200.0,11.5,,0.0086,-68.0,,97.0,86.1,,0.9655,75.3,0.3151,4.0,,5.0,0.9105,,4370.0,10.65,3.54,0.5528,24.0,3.68,0.8191,,0.5574,-15.1,4.61,12.4,77.2,31.9,1.6,91.0,320.0,0.9259,87.2,33.8,1.09,79.6,1.99,0.816,0.657,4.68,0.3387,4.67,0.1254,26.9,14.62,90.2,0.1327,3.18,97.44
238189,TRAIN_238189,WH_106,SC_00830,13.0,40.0,4.31,,0.0769,,0.2104,3,60,0,0.0476,71.6,0.0,55.48,17.99,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0739,0.0526,8.858549919013758,18.29,63.5,1.0,0.9,43.0,,746.0,88.9,0.3207,0.1464,87.0,414.0,15.4,242.0,0.0421,-43.4,35.0,110.0,,8.0,0.9187,86.1,,8.0,11.0,2.0,0.1957,2.02,1017.0,10.84,2.93,0.7444,12.0,13.14,0.3871,,,,,24.0,92.9,47.1,7.68,97.1,222.0,0.8925,71.4,8.2,3.25,70.0,5.54,0.6883,,4.16,0.3874,5.0,0.086,9.4,9.15,94.1,,1.52,93.86
71666,TRAIN_071666,WH_223,SC_02967,176.0,180.0,2.86,0.2727,0.3125,0.1875,0.5978,4,1,59,0.0625,58.25,0.0,,22.35,0.875,30.0,30.0,11.61,0.0312,2.0,,,,0.0,0.0648,0.0941,50.53107730780209,23.47,73.5,0.0,17.1,46.9,,734.0,78.7,0.9785,0.1153,92.8,972.0,62.7,175.0,0.0482,-55.4,,43.0,98.8,12.0,0.9316,55.9,0.506,8.0,5.0,7.0,0.3493,2.05,3500.0,13.65,2.61,0.7532,9.0,11.97,0.4314,0.2687,0.4739,0.7,2.8,42.9,80.6,56.3,3.3,85.4,319.0,0.8825,79.8,,1.48,61.6,7.14,0.5248,0.2601,3.71,0.0864,5.65,0.1077,0.9,9.23,86.6,0.1325,5.28,96.01
213609,TRAIN_213609,WH_194,SC_02155,112.0,72.0,1.33,0.2768,0.1339,0.125,0.4816,19,12,0,0.6129,12.29,0.0,59.91,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0233,3.294549807527095,21.64,34.7,2.0,,4.3,15.3,224.0,70.6,0.3748,,100.0,784.0,9.1,443.0,0.0229,,35.5,,63.7,9.0,0.9169,83.1,0.7797,3.0,33.0,3.0,0.7005,1.0,1318.0,8.35,1.47,0.6788,11.0,9.32,0.4644,0.244,0.2424,-15.0,1.59,33.1,87.3,13.8,8.45,,320.0,0.9524,92.7,29.3,1.99,93.2,4.37,0.7548,0.3437,4.11,0.3394,,0.105,18.3,15.95,87.7,0.1035,4.98,95.72
2462,TRAIN_002462,WH_237,SC_00070,208.0,43.0,1.38,0.3221,0.3365,0.0817,0.8133,40,0,0,1.0,48.38,0.0,55.6,16.45,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8667,0.0909,4.076703352697738,15.0,,0.0,18.1,0.0,,565.0,50.0,0.2793,0.084,73.9,,36.9,344.0,0.0108,-33.3,11.0,105.0,90.6,10.0,0.9881,95.1,0.085,,40.0,4.0,0.4731,2.1,2299.0,8.86,3.83,0.7318,13.0,8.24,0.3575,0.0834,,,4.14,25.2,89.9,33.3,6.47,89.7,,1.0,91.1,24.7,0.35,68.7,3.12,0.61,0.2594,2.25,0.1538,6.69,0.1414,25.4,5.79,75.4,0.1783,,96.55
73059,TRAIN_073059,WH_156,SC_07315,127.0,412.0,6.27,0.0787,,,0.3296,12,0,20,0.375,20.89,0.0,26.26,,0.5938,5.0,7.88,18.64,0.0938,1.0,1.0,2.0,6.09,,,0.0686,25.198980173076556,28.34,,2.0,28.2,23.4,1.7,531.0,58.4,0.4403,0.1403,,1200.0,26.6,325.0,,-74.1,30.4,33.0,93.8,18.0,0.9431,95.8,0.8272,9.0,19.0,6.0,0.332,1.42,2748.0,6.59,1.38,0.8559,,,0.4052,0.1827,,-8.1,5.8,50.3,71.4,,1.12,89.5,350.0,0.8839,87.3,31.2,1.64,85.8,1.58,0.685,0.5462,5.98,0.2575,6.5,0.1813,4.4,9.97,84.8,0.0852,,96.68
177453,TRAIN_177453,WH_205,SC_04187,65.0,69.0,1.83,0.1231,0.0154,0.0154,0.2444,10,36,0,0.2174,39.81,0.0,66.42,17.58,0.0,0.0,0.0,2.13,0.0217,0.0,0.0,0.0,0.0,0.0,0.5273,0.0757,6.876071513954679,19.78,67.0,3.0,30.0,,,467.0,51.3,0.6,0.15,51.1,965.0,53.3,152.0,0.029,-30.0,10.9,26.0,77.4,9.0,0.9862,76.1,0.2798,12.0,29.0,2.0,0.3601,1.56,1943.0,5.1,2.57,0.9047,9.0,10.61,0.1366,0.0304,0.1709,,5.15,44.4,,53.8,4.89,85.7,,0.9348,,33.4,3.32,70.6,3.7,0.8818,0.772,6.04,0.3003,6.81,0.2123,21.7,12.9,91.9,0.0783,9.75,98.59
62219,TRAIN_062219,WH_210,SC_03630,99.0,164.0,6.58,0.2525,0.2727,0.0202,0.5807,19,60,0,0.2405,53.23,,55.76,19.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839,0.0947,9.160315734647154,24.78,68.0,5.0,21.1,9.6,3.5,616.0,90.0,0.4391,0.0186,,765.0,34.9,364.0,0.0055,-50.4,34.9,54.0,78.1,17.0,0.9238,67.6,0.9357,5.0,27.0,6.0,0.6813,1.21,1632.0,9.41,2.94,0.6219,6.0,7.45,0.6166,0.3143,0.6271,-19.1,,37.2,96.2,25.1,13.21,,50.0,0.9599,68.1,11.3,,67.5,4.56,0.7706,0.5593,,0.2492,4.68,0.0963,12.1,9.14,92.6,0.1581,8.87,94.59
96793,TRAIN_096793,WH_126,SC_05324,94.0,89.0,3.7,0.2447,0.1596,0.0,0.6848,14,12,0,0.5385,33.2,0.0,52.02,13.23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0807,8.927963707631609,18.79,23.0,0.0,5.6,14.4,9.2,595.0,,0.6128,0.145,100.0,729.0,64.5,,0.0362,-61.5,18.3,106.0,71.7,19.0,0.99,100.0,0.3208,10.0,33.0,5.0,,1.95,2529.0,5.01,3.95,0.9496,16.0,14.11,0.7295,0.0555,0.7401,-5.7,1.81,,79.9,,6.92,86.3,165.0,,73.9,3.4,0.94,76.6,3.94,,0.5636,8.36,0.3512,8.37,0.1983,28.9,1.0,,0.1253,1.31,96.05
115475,TRAIN_115475,WH_094,SC_02454,106.0,236.0,6.42,0.066,0.1415,0.0943,0.459,28,24,0,0.5385,48.62,0.0,63.94,15.46,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0189,4.601669723390403,20.29,,5.0,-0.5,49.1,8.9,278.0,51.7,0.317,0.0895,,995.0,44.7,398.0,,-61.4,44.0,74.0,77.2,15.0,0.9819,53.4,0.8747,12.0,41.0,5.0,0.5514,1.95,1714.0,6.69,2.93,0.6453,21.0,,0.3621,0.291,,-2.4,7.24,29.4,91.7,36.5,5.33,82.8,280.0,,,55.0,0.54,73.3,5.1,,0.7461,4.0,0.1038,6.51,0.0749,11.6,7.18,93.4,0.0802,3.87,95.66
50832,TRAIN_050832,WH_253,SC_06012,24.0,22.0,1.46,,0.0833,0.0417,0.2406,5,41,0,0.1087,34.12,0.0,,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1678,,3.997264825012788,28.66,79.3,1.0,26.3,,,495.0,64.3,0.9339,0.0483,44.4,1200.0,39.4,351.0,0.0259,-57.7,23.3,17.0,88.8,11.0,0.9066,57.8,0.254,13.0,10.0,4.0,,1.41,1538.0,3.01,1.35,0.8534,6.0,6.01,0.1678,0.3306,0.4852,-8.5,4.88,16.1,92.6,58.8,3.28,95.0,,0.9527,73.4,0.0,,79.9,4.07,0.5474,0.5544,4.15,0.3568,3.11,0.1738,8.9,1.0,91.5,0.103,4.11,96.46
5228,TRAIN_005228,WH_154,SC_00610,268.0,84.0,1.4,0.2724,0.2836,0.1716,0.761,14,0,5,0.7368,50.64,0.0,25.37,14.37,0.3684,0.0,0.0,28.59,,2.0,2.0,,,0.2594,0.2667,0.1333,26.259512450732338,22.81,47.1,1.0,-5.0,20.7,0.0,456.0,69.7,0.7903,0.04,24.4,957.0,41.0,326.0,0.0386,,46.7,17.0,97.4,11.0,0.9668,62.6,0.6341,17.0,30.0,,0.5949,1.4,2266.0,,2.21,0.6162,13.0,12.48,0.7282,0.0121,0.5368,-10.9,3.97,29.3,85.1,41.1,3.22,91.8,180.0,0.9134,95.7,35.5,,70.7,3.04,0.6677,0.8747,7.3,0.0506,7.21,0.1063,5.3,7.73,82.9,0.1468,7.74,96.37
103014,TRAIN_103014,WH_045,SC_03298,97.0,340.0,7.03,,0.1237,,0.4311,11,0,12,0.4783,13.41,3.0,33.18,19.2,0.3043,,,36.95,0.2609,0.0,2.0,,6.97,0.0723,0.3045,0.1342,35.17804469084361,23.35,52.0,3.0,,31.2,,324.0,58.5,0.7367,0.086,80.9,653.0,55.9,302.0,,-70.8,44.7,105.0,,15.0,0.9696,81.7,0.9057,,33.0,,0.3302,1.81,2436.0,6.59,3.1,0.6792,14.0,6.63,0.6133,0.3302,0.1775,-7.9,7.2,15.7,88.8,52.7,9.0,84.2,,0.9346,,47.8,1.27,85.0,4.56,0.7757,0.6071,7.09,0.1233,1.88,0.0868,,18.92,77.2,0.0852,10.82,
89688,TRAIN_089688,WH_108,SC_06507,47.0,164.0,6.17,0.1277,0.2128,0.0851,0.2831,20,7,11,0.5263,53.85,,52.46,26.39,0.2105,3.0,7.5,19.56,0.1579,,0.0,1.0,,0.0461,0.3469,0.0976,13.95904217177057,25.94,47.3,4.0,-5.0,7.2,16.9,,72.2,0.5401,,1.2,829.0,,388.0,0.0331,-71.7,1.2,23.0,95.2,20.0,1.0,94.6,0.4515,8.0,23.0,0.0,0.3882,2.04,1336.0,9.2,,,12.0,10.36,0.4748,0.2205,0.6221,-6.5,2.62,51.5,85.5,25.6,4.05,,,0.9442,77.0,8.8,0.87,64.5,,,,6.47,0.0937,,0.2349,19.5,4.37,75.6,0.1264,,93.5
239563,TRAIN_239563,WH_208,SC_02521,13.0,10.0,1.31,0.0769,0.0769,0.0769,0.1691,2,64,0,0.0303,54.24,,55.27,16.69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1625,0.098,2.9805995582524,29.49,32.0,6.0,15.2,41.9,7.0,758.0,87.6,0.7401,0.15,93.5,1128.0,62.6,406.0,0.0064,-46.4,42.7,43.0,100.0,2.0,0.9,88.8,0.0,5.0,30.0,0.0,0.3226,2.22,1726.0,7.47,2.11,,10.0,1.1,0.4624,0.1603,0.1118,-10.6,2.16,9.9,92.8,18.0,,82.2,306.0,0.9184,92.2,,0.81,91.6,2.12,0.5656,0.4778,10.77,0.2819,3.52,0.1879,18.4,4.51,90.8,0.0225,,98.49
134899,TRAIN_134899,WH_063,SC_08577,,51.0,1.38,0.2371,0.299,,0.4045,17,12,7,0.4722,48.07,0.0,48.9,18.35,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0274,13.701934890166072,25.76,50.9,,18.0,10.9,6.1,624.0,57.5,0.0034,0.0116,,1004.0,67.1,451.0,0.0308,,29.3,8.0,91.2,11.0,0.9307,75.4,0.7037,2.0,18.0,4.0,0.7663,1.12,1641.0,13.49,2.06,0.7433,21.0,1.25,0.6186,0.2306,0.6825,-8.4,5.05,11.8,87.2,,3.81,89.6,250.0,0.9626,71.2,4.7,0.49,86.4,4.72,0.6933,0.8084,10.2,0.0732,10.0,0.101,17.2,,84.5,0.0737,,96.12
86816,TRAIN_086816,WH_272,SC_00694,82.0,64.0,1.26,,0.1829,,0.293,14,10,0,0.5833,,0.0,58.39,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.5325,,7.480780579314905,30.0,31.9,1.0,31.7,23.1,28.1,200.0,,0.9053,,2.2,964.0,57.5,114.0,0.0,-80.0,40.3,,72.1,17.0,0.9893,50.0,0.3787,10.0,42.0,,0.6566,,,9.67,0.98,0.6914,15.0,7.24,,,0.3697,-18.8,1.02,40.3,98.9,25.2,,95.0,308.0,0.9248,85.4,15.0,0.78,89.8,1.06,0.8768,0.9579,6.97,0.145,,0.0842,7.2,11.91,74.9,0.0214,9.75,
16406,TRAIN_016406,WH_149,SC_01530,,29.0,2.88,0.0,0.0625,0.125,0.1925,3,43,0,0.0652,40.81,0.0,64.19,15.51,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1053,0.0697,1.5894662417458891,29.68,30.3,5.0,9.8,14.3,21.5,355.0,50.1,,0.1103,95.8,1093.0,21.5,,0.0317,-61.9,9.4,39.0,73.1,5.0,0.9977,84.5,0.7848,7.0,19.0,2.0,0.5767,1.66,1688.0,9.48,1.41,0.8208,14.0,14.02,0.2055,0.188,0.3268,-11.1,6.23,19.5,,58.8,6.23,81.1,65.0,0.9298,70.4,55.0,0.95,94.5,0.94,0.591,0.8579,8.48,0.2311,4.04,0.1064,11.3,12.98,84.8,0.0622,7.93,99.02
218883,TRAIN_218883,WH_239,SC_09052,33.0,56.0,3.85,0.1212,0.1515,0.0909,,11,23,0,0.3235,95.69,,,13.9,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.3596,0.0795,6.7545384711536816,23.94,27.0,0.0,-2.3,18.1,28.5,454.0,84.7,0.7963,0.0161,77.9,412.0,,312.0,0.0,-61.4,15.6,51.0,98.1,1.0,0.9544,68.4,0.7119,,11.0,5.0,,2.48,779.0,6.75,1.12,0.9827,14.0,10.83,,0.3839,0.3901,-2.5,6.51,6.8,,48.3,9.01,97.6,131.0,0.9095,63.3,,,65.3,3.11,0.6609,0.5044,,0.2541,3.69,0.1655,13.9,15.95,83.6,0.0673,1.87,94.03
106704,TRAIN_106704,WH_161,SC_00635,19.0,115.0,7.68,0.0,,0.2105,0.1837,6,23,0,0.2069,110.09,0.0,69.44,17.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6786,,3.265641603974859,19.6,43.7,3.0,,37.9,28.8,800.0,79.8,0.3757,,19.5,489.0,69.5,393.0,0.0334,-67.2,22.3,115.0,60.0,0.0,0.9,52.8,0.667,5.0,8.0,4.0,0.4741,1.27,,7.83,0.78,0.6664,17.0,7.26,0.5051,0.2198,0.4523,-14.8,,45.7,81.3,20.4,10.71,91.2,320.0,0.9049,75.6,,3.25,65.4,3.58,0.7028,0.7209,4.37,0.0886,6.49,0.1861,9.2,,94.4,0.0381,2.7,96.12
235552,TRAIN_235552,WH_013,SC_05179,84.0,314.0,5.04,0.0238,0.2143,0.0238,0.2347,13,5,5,0.5652,103.45,0.0,36.93,,0.3478,0.0,0.0,54.48,0.3043,2.0,5.0,4.0,6.34,0.1404,,0.104,40.41460544430271,21.25,23.6,,16.4,1.0,15.0,671.0,,0.301,,83.3,1193.0,25.3,500.0,0.0279,-46.3,38.5,,94.7,3.0,0.9145,79.0,0.3559,20.0,36.0,6.0,0.1108,2.59,,7.89,1.43,0.7966,,16.11,0.2699,0.2152,0.1071,-11.4,4.99,14.2,92.3,49.1,8.56,90.1,285.0,0.9736,71.1,46.4,,56.8,,0.6854,,3.75,0.0308,2.48,0.0795,2.1,9.25,84.0,0.0772,3.88,94.84
81360,TRAIN_081360,WH_122,SC_04471,61.0,168.0,4.84,0.082,0.1311,0.0164,0.3055,17,62,0,0.2152,29.51,0.0,59.88,17.53,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.3765,0.0698,0.9459699485000126,22.86,68.3,3.0,7.9,0.5,,463.0,72.7,0.4124,0.0665,78.0,1010.0,62.5,,0.0095,-74.9,32.8,,100.0,15.0,0.9753,87.1,0.271,7.0,35.0,,0.1123,2.42,,3.81,,0.7584,12.0,9.17,0.2904,0.0809,0.6833,-15.3,5.33,16.4,75.9,35.5,6.32,83.3,50.0,0.933,80.4,39.3,0.02,75.2,6.0,0.5692,0.6961,2.55,0.0347,1.93,0.0692,9.9,13.29,85.7,0.1161,6.05,96.09
